drug_id,drug,target
501,CCC(C)C(CC)C(=O)NC(N)=O,1
502,NC(=O)N1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,1
503,CSC1:C:C:C2:C(:C:1)N(CCC1CCCNC1)C1:C:C:C:C:C:1S2,1
505,CN1:C(=O):[NH]:C2:N:C:N(C):C:2:C:1=O,1
506,CCCCC,1
507,CCCO,1
508,CC(C)=O,1
509,CCOC(=O)N1CCN(C(=O)CC2:C:C:C(Cl):C(Cl):C:2)[C@@H](CN2CCCC2)C1,1
510,CCCOC(=O)N1CCN(C(=O)CC2:C:C:C(Cl):C(Cl):C:2)[C@@H](CN2CCCC2)C1,1
511,O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCC2:O:C:C:C:2[C@H]1CN1CC[C@@H](O)C1,1
512,CC(=O)N1CCN(C(=O)CC2:C:C:C(Cl):C(Cl):C:2)[C@@H](CN2CC[C@@H](O)C2)C1,0
513,CC(=O)N1CCN(C(=O)CC2:C:C:C(C(F)(F)F):C:C:2)[C@@H](CN2CC[C@@H](O)C2)C1,0
514,CSC1:C:C:C(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2):C:C:1,0
515,CC(=O)N1CCN(C(=O)CC2:C:C(F):C:C(F):C:2)[C@@H](CN2CC[C@@H](O)C2)C1,0
516,COC1:C:C:C:C(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2):C:1,0
517,CC(=O)N1CCN(C(=O)CC2:C:C:C([N+](=O)[O-]):C:C:2)[C@@H](CN2CC[C@H](O)C2)C1,0
518,COC1:C:C:C(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2):C:C:1,0
519,CCC(=O)C1:C:C:C2:C(:C:1)N(CCCN1CCN(CCO)CC1)C1:C:C:C:C:C:1S2,1
520,CCCCNC1:C(C(=O)OCC):C:N:C2:C:1:C:N:N:2CC,1
521,NN1:C:N:C2:C:C3:C:C:C:C:C:3:C:C:2:C:1=O,1
522,OC(O)C(Cl)(Cl)Cl,1
523,CN=C1CN(O)C(C2:C:C:C:C:C:2)=C2:C:C(Cl):C:C:C:2=N1,1
524,CN(C)CCCN1C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,1
525,CN(C)CC/C=C1/C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,1
526,O=C1:[NH]:C2:C:C(Cl):C:C:C:2:O:1,1
527,C[N+](C)(C)CCO,1
528,CN1C(=O)CC(=O)N(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
532,O=C(O)CNC(=O)C1:C:C:C:C:C:1O,1
533,CN1CCCCC1CCN1C2:C:C:C:C:C:2SC2:C:C:C(S(C)(=O)=O):C:C:21,1
534,FC(Br)C(F)(F)F,1
535,CN1:C:N:C2:C:1:C(=O):[NH]:C(=O):N:2C,1
536,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0
537,CC1:C:C:C:C:C:1,1
538,CC1:N:N:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1Cl)=NC2,1
539,CC(=O)N1CCN(C(=O)CC2:C:C:C:C([N+](=O)[O-]):C:2)[C@@H](CN2CC[C@H](O)C2)C1,0
540,CC(=O)N1CCN(C(=O)CC2:C:C:C:C:C:2)[C@@H](CN2CC[C@@H](O)C2)C1,0
541,CC(=O)N1CCN(C(=O)CC2:C:C:C([S@@](C)=O):C:C:2)[C@@H](CN2CC[C@H](O)C2)C1,0
542,CC(=O)N1CCN(C(=O)CC2:C:C:C(S(C)(=O)=O):C:C:2)[C@@H](CN2CC[C@H](O)C2)C1,0
543,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)CC1:C:C:C(Cl):C(Cl):C:1,1
544,CN(C(=O)CC1:C:C:C(Cl):C(Cl):C:1)[C@@H](CN1CCCC1)C1:C:C:C:C:C:1,1
545,CC1:C:C(N/C(O)=C2\C(=O)C3:C:C:C:C:C:3S(=O)(=O)N2C):N:O:1,0
546,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1CC1:C:C:C(O):C:C:13,1
547,CCN1:C:C(C(=O)O):C(=O):C2:C:C(F):C(N3CCNC(C)C3):C(F):C:2:1,0
549,CN(C)CCCN1C2:C:C:C:C:C:2CCC2:C:C:C(Cl):C:C:21,1
550,O=C1CN=C(C2:C:C:C:C:C:2Cl)C2:C:C([N+](=O)[O-]):C:C:C:2N1,1
551,OCCN1CCN(CC/C=C2/C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1
552,O=C1:[NH]:C2:C:C(Cl):C:C:C:2:N:1C1CCN(CCCC(C2:C:C:C(F):C:C:2)C2:C:C:C(F):C:C:2)CC1,1
553,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)C1:C:C:C:C:C:1)N2C,1
554,COC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1
555,CC1C2CC3:C:C:C(O):C:C:3C1(C)CCN2CC1CC1,1
556,FC(F)(F)C1:C:C:C2:C(:C:1)N(CCCN1CCN(C3CC3)CC1)C1:C:C:C:C:C:1S2,1
557,CN(C)CCO,1
558,CCOC(=O)C1(C2:C:C:C:C:C:2)CCN(C)CC1.[Cl-].[H+],1
559,ClC=C(Cl)Cl,1
560,ClC(Cl)Cl,1
563,NCCC1:N:C:C:S:1,1
564,NCCC1:N:C(C2:C:C:C:C:C:2):C:S:1,0
566,CC1:C:C:C:C(C):C:1,1
567,CCOC(=O)N1CCC(=C2C3:C:C:C(Cl):C:C:3CCC3:C:C:C:N:C:32)CC1,0
568,CC1:C:N:C(N/C(O)=C2/C(=O)C3:C:C:C:C:C:3S(=O)(=O)N2C):S:1,0
569,C=CCN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1
570,O=C1CC[C@@]2(O)[C@H]3CC4:C:C:C(O):C5:C:4[C@@]2(CCN3CC2CC2)[C@H]1O5,1
571,CCN1:C:C(C(=O)O):C(=O):C2:C:C(F):C(N3CCNCC3):C:C:2:1,0
572,CCN1:C:C(C(=O)O):C(=O):C2:C:C(F):C(N3CCN(C)CC3):C:C:2:1,0
573,CN1/C(=C(/O)NC2:C:C:C:C:N:2)C(=O)C2:C:C:C:C:C:2S1(=O)=O,0
574,CS(=O)(=O)O.OC1:C:C:C2:[NH]:C:C(CCCCN3CC=C(C4:C:C:C:C:C:4)CC3):C:2:C:1,1
575,COC(=O)[C@H]1[C@H]2C[C@@H]3C4:[NH]:C5:C:C:C:C:C:5:C:4CCN3C[C@H]2C[C@@H](OC(=O)C2:C:C(OC):C(OC):C(OC):C:2)[C@@H]1OC,1
576,CNCCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
577,CN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
578,COC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1
579,CN1CCC23C4:C5:C:C:C(O):C:4OC2C(O)CCC3C1C5,1
580,CN(C)CCOC(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1
581,O=C1NC(=O)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)N1,1
582,CC(CN1CCN(CCOCCO)CC1)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
583,COC(=O)C1:C:C:C(C(=O)OC):C:C:1,1
584,CC1:C:C:C:C:C:1C,1
585,CC1:C:C:C(C):C:C:1,1
586,CC(C)O,1
588,CC[C@H](NC(=O)C1:C(C):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,1
590,CC(C)NC1:C:C:C:N:C:1N1CCN(C(=O)C2:C:C3:C:C(NS(C)(=O)=O):C:C:C:3:[NH]:2)CC1,0
591,CC(C)(C)C1:C:C:C(C(=O)CCCN2CCC(OC(C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)CC2):C:C:1,0
592,CN1CCN(CC(=O)N2C3:C:C:C:C:C:3C(=O)NC3:C:C:C:N:C:32)CC1,1
593,CCCNC(=O)C1:C:C:C2:C(:C:1)N([C@@H](C)CN1CCCC1)C1:C:C:C:C:C:1S2,1
594,CN1CCN(C2:C(F):C:C3:C(=O):C(C(=O)O):C:N4:C:3:C:2SCC4)CC1,0
595,CC(C)(C)NCC(O)C1:C:C:C(O):C(CO):C:1,0
596,CN1CCN(C(=O)CC2:C:C:C(Cl):C(Cl):C:2)[C@@H](CN2CCCC2)C1,1
597,O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCN2:C:C:N:C:2[C@H]1CN1CCCC1,1
598,O=C1NC(=O)[C@@]2(CCN(C(=O)CC3:C:C:C(Cl):C(Cl):C:3)[C@@H](CN3CCCC3)C2)N1,0
599,O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCN2:C:C:N:C:2[C@H]1CN1CC[C@@H](O)C1,0
600,O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCN2:N:C:N:C:2[C@H]1CN1CCCC1,1
601,O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCN(CCO)C[C@@H]1CN1CC[C@@H](O)C1,0
602,CN(C)CC/C=C1/C2:C:C:C:C:C:2COC2:C:C:C:C:C:21.[Cl-].[H+],1
603,CN(C)CCOC(C)(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1.O=C(O)CCC(=O)O,1
604,O=C(CCCN1CC=C(N2:C(=O):[NH]:C3:C:C:C:C:C:3:2)CC1)C1:C:C:C(F):C:C:1,1
605,C/C=C(\CC)C(=O)NC(N)=O,1
606,CCC(C)(CC)OC(N)=O,1
607,ClC1:C:C:C2:C(:C:1)C(C1:C:C:C:C:C:1)=NCC1:N:N:C:N:12,1
608,CCC1:C:C:C:C:C:1N1:C(C):N:C2:C:C:C:C:C:2:C:1=O,1
609,CCOC(=O)C1:C:N:C2:C(:C:N:N:2CC):C:1NN=C(C)C,1
610,C#CC(O)(/C=C/Cl)CC,1
611,C#CC1(OC(N)=O)CCCCC1,1
615,S=C(NC1CCCCC1)N1CCC(C2:C:[NH]:C:N:2)CC1,1
616,CN1CC[C@@H]2C3:C:C(Cl):C:C:C:3OC3:C:C:C:C:C:3[C@H]2C1,1
617,O=C1CCCN1CCCCN1CCN(C2:C:C(C(F)(F)F):C:C(Cl):N:2)CC1,1
618,ClC1:C:C:C2:C(:C:1)[C@H]1CCNC[C@@H]1C1:C:C:C:C:C:1O2,1
619,O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCC2:[NH]:C:N:C:2[C@H]1CN1CC[C@@H](O)C1,0
620,CC[C@H](NC(=O)C1:C(O):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,1
621,CC[C@H](NC(=O)C1:C(OCCCN(C)C):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,1
622,CC[C@H](NC(=O)C1:C(OCC(=O)O):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,0
623,CC[C@H](NC(=O)C1:C(OCCCC(=O)O):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,0
624,CC[C@H](NC(=O)C1:C(OCCNC(=O)CC2:C:C:C:C:C:2C(=O)O):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,0
625,CC[C@H](NC(=O)C1:C(OCCNC(=O)CC2:C:C:C:C:N:2):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,0
626,CC[C@H](NC(=O)C1:C(OCCNC(=O)[C@@H]2CCCN2):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,0
627,CC[C@H](NC(=O)C1:C(CN2:C:C:N:C:2):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1,0
628,C[C@H]1CN(C2:C(F):C(N):C3:C(=O):C(C(=O)O):C:N(C4CC4):C:3:C:2F)C[C@@H](C)N1,0
629,CCC1(C)CC(=O)NC1=O,1
630,CCC1:C:C:C2:C(:C:1)N(CC(C)CN(C)C)C1:C:C:C:C:C:1S2,1
631,OCCN1CCN(CC/C=C2/C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
632,OCCN1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1
633,CCN(CC)CCN1C(=O)CN=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1
634,COC1:C:C2:C3:C(:C:1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,1
635,CCC1(C2:C:C:C:C:C:2)CCC(=O)NC1=O,1
636,O=C(CCCN1CCC(O)(C2:C:C:C(Cl):C:C:2)CC1)C1:C:C:C(F):C:C:1,1
637,CC1:[NH]:C:C:C2:C:1:[NH]:C1:C:C(=O):C:C:C:1:2,1
638,CC1:N:C:C:C2:C:1:[NH]:C1:C:C:C:C:C:1:2,1
639,O=[N+]([O-])C1:C:C:[NH]:C:1NCCSCC1:C:C:C:C:N:1,1
640,CC1:C:C(C(C)(C)SC(C)(C)CNC2:[NH]:C:C:C:2[N+](=O)[O-]):N:C(C):C:1C,1
641,CC1:O:C(C(C)(C)N(C(C)(C)N)C(C)(C)N):C(C):C:1C.C[NH+]O.[OH-],1
642,CC1:C:[NH+]:[O+]:C(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N):C:1[O-],1
643,CCNCC1:C(CSC):C:N:C(C):C:1O,1
644,CN1/C(=C(\O)NC2:C:C:C:C:N:2)C(=O)C2:S:C:C:C:2S1(=O)=O,0
645,CC(C)(C)C1:C:C:C(C(O)CCCN2CCC(C(O)(C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)CC2):C:C:1,0
646,CN(C(=O)CC1:C:C:C(Cl):C(Cl):C:1)C1CCCC[C@H]1N1CCCC1,1
647,CC(=O)OC1:C:C:C2:C3:C:1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1
648,C#CCC1(OC(N)=O)CCCCC1,1
649,OCCN1CCCN(CCCN2C3:C:C:C:C:C:3SC3:C:C(C(F)(F)F):C:C:C:32)CC1.[Cl-].[Cl-].[H+].[H+],1
650,COC1:C:C:C2:C3:C:1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1
651,CCC(O)(COC(N)=O)C1:C:C:C:C:C:1,1
652,OCCOCCN1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1,1
653,CN(C)CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
654,CNC1(C2:C:C:C:C:C:2Cl)CCCCC1=O,1
655,O=C(O)C1:C:C(=O):C2:C:C:C:C:C:2:[NH]:1,1
663,CC1:C:C:C(CC2=CNC(NCCSCC3:C:C:C(CN(C)C):O:3)=NC2):C:N:1,0
664,CN(C)C1:C:C(C2:N:[NH]:C(N):N:2):C:C:N:1,0
665,CN1:C(=O):C2:N:C:[NH]:C:2:N(C):C:1=O,1
666,O=C(CCCN1CCC(C(=O)C2:C:C:C(F):C:C:2)CC1)C1:C:C:C(F):C:C:1,1
667,CN1CC[C@]23CCCC[C@H]2[C@H]1CC1:C:C:C(O):C:C:13,1
668,CCN(CC)CC(=O)NC1:C(C):C:C:C:C:1C,1
669,O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2Cl)=NC1O,1
670,CC(C)N1CCC(N(C(=O)CC2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1,1
671,CN(C)CCOC(=O)COC1:C:C:C(Cl):C:C:1,1
672,CC1:N:C2:C:C:C:C:C:2:C(=O):N:1C1:C:C:C:C:C:1Cl,1
673,CN1CCN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1
674,CCCC(C)(COC(N)=O)COC(N)=O,1
675,COC1:C:C2:C(:C(CN[C@@H]3CCCN[C@H]3C3:C:C:C:C:C:3):C:1)OCC2,1
676,NCCN1:N:C:C2:C:C(Cl):C(Cl):C:C:2:1,1
677,NC1:N:C(NC2CC2):C2:N:C:N([C@H]3C=C[C@@H](CO)C3):C:2:N:1,1
679,NC1:N:C(=O):C2:N:C:N(COCCO):C:2:[NH]:1,1
680,CCCSC1:C:C:C2:N:C(NC(=O)OC):[NH]:C:2:C:1,1
681,NCCCNCCSP(=O)(O)O,0
682,COC1:C:C(CCN):C:C(OC):C:1OC,1
683,CN1CCCCC1CCN1C2:C:C:C:C:C:2SC2:C:C:C(S(C)=O):C:C:21,1
684,CN[C@@H](C)CC1:C:C:C:C:C:1,1
685,CC1:C:C:C:C:C:1N1:C(C):N:C2:C:C:C:C:C:2:C:1=O,1
686,COC1:C:C:C:C:C:1OCC(O)COC(N)=O,1
687,COC1:C:C:C2:C(:C:1)N(CCCN(C)C)C1:C:C:C:C:C:1S2,1
688,COC1:C:C:C2:C(:C:1)N(C[C@H](C)CN(C)C)C1:C:C:C:C:C:1S2,1
689,C#CC(C)(O)CC,1
690,COC(=O)C(C1:C:C:C:C:C:1)C1CCCCN1,1
691,CCC1(CC)C(=O)NCC(C)C1=O,1
692,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1
693,NC1:C:C:C(C(=O)O):C(O):C:1,0
694,NC1:C:C:N([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O):C(=O):N:1,1
695,CN(C)N/N=C1/N=CN=C1C(N)=O,1
696,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0
697,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C(Cl):C:4[C@@H](O)[C@H]3C[C@@H]12,0
698,O=C1CC(=O)N(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1,1
699,CNCCCN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21,1
700,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0
701,CC1:N:C:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1F)=NC2.O=C(O)/C=C\C(=O)O,1
702,CC1:C:C:C(C2(O)CCN(CCCC(=O)C3:C:C:C(F):C:C:3)CC2):C:C:1,1
703,CN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(O)C=C[C@H]3[C@H]1C5,1
704,CN1CC=C(C2:C:C:C:C:C:2)CC1,1
705,C=CCN1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1
706,CN1CCC[C@H]1C1:C:C:C:N:C:1,1
707,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C([N+](=O)[O-]):C:C:C:2N1,1
708,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1,1
709,CNCCC=C1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
710,CC1:C:C:C:C:C:1C(OCCN(C)C)C1:C:C:C:C:C:1,1
711,COC1:C:C:C2:C(:C:1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,1
712,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4:C:C:C:C:C:4)N3C2=O)C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]21,0
713,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
714,O=C1NC2:C:C:C(Cl):C:C:2[C@@](C#CC2CC2)(C(F)(F)F)O1,0
715,CCOC(=O)[C@H](CCC1:C:C:C:C:C:1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,0
716,CC[C@@H](CO)NCCN[C@@H](CC)CO,0
717,CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)C2:C(:C:C3:C(:C:2O)C(=O)C2:C(O):C:C:C:C:2C3=O)[C@H]1C(=O)OC,0
718,CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O,0
719,CNCC(O)C1:C:C:C(O):C(O):C:1,0
720,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)CC(O)(C(=O)CO)CC3O,0
721,C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],0
722,CC1(C)S[C@@H]2[C@H](NC(=O)C34C[C@@H]5C[C@@H](CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,0
723,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0
724,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(:C:C:C(N):C:4O)C[C@H]3C[C@@H]12,0
725,CC(=O)[C@]1(N)CC2:C(O):C3:C(:C(O):C:2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)C1:C:C:C:C:C:1C3=O.[Cl-].[H+],0
726,CC1(C)S[C@@H]2C(NC(=O)[C@H](NC(=O)C3:C:[NH]:C4:C:C:C:N:C:4:C:3=O)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O,0
727,CN(C)[C@@H]1C(=O)/C(=C(/O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(=O)C3=C(O)C4:C(O):C:C:C:C:4[C@@](C)(O)[C@H]3C[C@@H]12,0
728,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,0
729,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0
730,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)C1:C:C:C(O):C:C:1,0
731,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,0
732,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)C2:C:S:C([NH3+]):N:2)C(=O)N1S(=O)(=O)[O-],0
733,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0
734,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,0
735,NC(CO)C(=O)NNCC1:C:C:C(O):C(O):C:1O,0
736,CC(C)COCC(CN(CC1:C:C:C:C:C:1)C1:C:C:C:C:C:1)N1CCCC1,0
737,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,0
738,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0
739,CC(C)(C)NCC(O)C1:C:C:C(O):C(NC(N)=O):C:1,0
740,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3:C:C:C:C:C:3)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O,0
741,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3:C:C:C4:C(:C:3)CCC4)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O,0
742,CC(=O)[C@]1(O)CC2:C(O):C3:C(:C(O):C:2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)C1:C(O):C:C:C:C:1C3=O,0
743,NC(=O)OCC1[C@H](NC(=O)/C(=N\OCC(=O)O)C2:C:S:C(N):N:2)C(=O)N1S(=O)(=O)O,0
744,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)C1:C:C:C:C:C:1,0
745,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C(O):C:C:3)[C@H]2SC1,0
746,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)[C@H]2SC1,0
747,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC3:C:C:C:C:C:3)[C@H]2SC1,0
748,CC1:N:N:C(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)C(N)C4:C:C:C(O):C:C:4)[C@H]3SC2):S:1,0
749,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:C:N:[NH]:N:3)CS[C@H]12)C1:C:C:C(O):C:C:1,0
750,CN1:N:N:N:C:1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1.[Na+],0
751,CC1:N:N:C(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)CN4:C:C(Cl):C(=O):C(Cl):C:4)[C@H]3SC2):S:1,0
752,CC1:N:N:C(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)C4:C:C:C:C:C:4)[C@H]3SC2):S:1,0
753,CC1:N:N:C(SCC2=C(C(=O)OCC3:O:C(=O):O:C:3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)C4:C:C:C:C:C:4)C3SC2):S:1,0
754,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)C1:C:S:C(N):N:1,0
755,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)C3:C:S:C(N):N:3)[C@H]2SC1,0
756,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)C3:C:S:C(N):N:3)[C@H]2SC1,0
757,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\C3:S:C:N:C:3C)CS[C@H]12)C1:C:S:C(N):N:1,0
758,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C(O):C(Cl):C:3)[C@H]2SC1,0
759,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)C1:C:S:C(N):N:1,0
760,O=C(CC1:C:C:C:S:1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC3:N:C:N:[NH]:3)CS[C@H]12,0
761,CN1:N:N:N:C:1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C\C#N)[C@H]2SC1,0
